"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AREX","Approach Resources Inc.","2.68","$231.83M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APTI","Apptio, Inc.","17.75","$709.21M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apti",
"APRI","Apricus Biosciences, Inc.","1.6552","$21.16M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"APVO","Aptevo Therapeutics Inc.","1.94","$41.55M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apvo",
"APTO","Aptose Biosciences, Inc.","1.62","$38.8M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apto",
"AQMS","Aqua Metals, Inc.","5.6","$112.93M","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","6.8","$60.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aqb",
"AQXP","Aquinox Pharmaceuticals, Inc.","13.58","$318.65M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aqxp",
"ARDM","Aradigm Corporation","1.96","$29.62M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm",
"ARLZ","Aralez Pharmaceuticals Inc.","1.53","$100.77M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arlz",
"PETX","Aratana Therapeutics, Inc.","5.88","$252.85M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx",
"ABUS","Arbutus Biopharma Corporation","7","$385.19M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","2.4","$43.61M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","1.175","$16.92M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","0.51","$21.76M","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","30.15","$775.04M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","98.09","$12.82B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","25.15","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","24.7","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp",
"APLP","Archrock Partners, L.P.","13.98","$916.82M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aplp",
"FUV","Arcimoto, Inc.","5.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fuv",
"ARDX","Ardelyx, Inc.","5.4","$256.2M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","25.13","$985.6M","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","15.77","$6.72B","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","21.5","$577.73M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/argx",
"AGII","Argo Group International Holdings, Ltd.","60.55","$1.82B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.18","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","0.175","$9.62M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args",
"ARKR","Ark Restaurants Corp.","23.63","$80.95M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.85","$101.75M","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","1.14","$81.14M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","11.47","$1.97B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","28.32","$5.31B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"DWAT","Arrow DWA Tactical ETF","11.315","$7.92M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","32.875","$457.45M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","3.51","$262.45M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arwr",
"ARTNA","Artesian Resources Corporation","37.215","$341.95M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.7","$11.24M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ASBB","ASB Bancorp, Inc.","43.5","$164.78M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbb",
"ASNA","Ascena Retail Group, Inc.","2.105","$410.56M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","27.74","$901.62M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","11.33","$139.98M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.85","$39.39M","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASML","ASML Holding N.V.","165.68","$71.33B","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"ASPU","Aspen Group Inc.","6.27","$85.23M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/aspu",
"AZPN","Aspen Technology, Inc.","63.38","$4.63B","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","32.13","$557.92M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","7.7001","$51M","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","52.87","$1.22B","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","29.02","$832.91M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","12.8","$86.3M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","0.7001","$15.78M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","10.875","$135.08M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","8.1","$79.38M","2017","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","4.8292","$117.07M","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","15.55","$475.2M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","122.29","$4.88B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"ATNX","Athenex, Inc.","17.47","$996.9M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","2.47","$281.36M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"ATAC","Atlantic Acquisition Corp.","9.8099","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atac",
"ATACR","Atlantic Acquisition Corp.","0.452","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacr",
"ATACU","Atlantic Acquisition Corp.","10.1855","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacu",
"AAPC","Atlantic Alliance Partnership Corp.","11.4999","$42.4M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aapc",
"AAME","Atlantic American Corporation","3.2","$65.49M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","18","$461.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi",
"ACFC","Atlantic Coast Financial Corporation","8.7","$135.32M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"ABY","Atlantica Yield plc","19.83","$1.99B","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby",
"ATLC","Atlanticus Holdings Corporation","2.4001","$37.07M","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","67.45","$1.7B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","18.1","$217.76M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","25.8714","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","35.16","$8.03B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","50.77","$822.75M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","4.39","$53.39M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","0.518","$6.06M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","21.79","$748.14M","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","649","$1.2B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","6.54","$111.59M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","3.875","$115.13M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","35.85","$130.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","27.41","$761.56M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","6.89","$223.31M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
"AUPH","Aurinia Pharmaceuticals Inc","6.26","$522.93M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/auph",
"EARS","Auris Medical Holding AG","0.7101","$31.48M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ears",
"ABTL","Autobytel Inc.","7.64","$97.2M","1999","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/abtl",
"ADSK","Autodesk, Inc.","112.29","$24.61B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adsk",
"ADP","Automatic Data Processing, Inc.","106.78","$47.46B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/adp",
"AVDL","Avadel Pharmaceuticals plc","9.59","$384.41M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/avdl",
"ATXI","Avenue Therapeutics, Inc.","5.54","$55.63M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atxi",
"AVEO","AVEO Pharmaceuticals, Inc.","3.715","$439.51M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aveo",
"AVXS","AveXis, Inc.","96.12","$3.07B","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avxs",
"AVNW","Aviat Networks, Inc.","16.79","$89.29M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/avnw",
"AVID","Avid Technology, Inc.","4.41","$181.38M","1993","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/avid",
"AVGR","Avinger, Inc.","0.234","$5.6M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/avgr",
"AVIR","Aviragen Therapeutics, Inc.","0.625","$24.16M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/avir",
"CAR","Avis Budget Group, Inc.","38.07","$3.15B","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/car",
"AHPA","Avista Healthcare Public Acquisition Corp.","9.99","$387.11M","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpa",
"AHPAU","Avista Healthcare Public Acquisition Corp.","10.35","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpau",
"AHPAW","Avista Healthcare Public Acquisition Corp.","0.3601","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/ahpaw",
"AWRE","Aware, Inc.","4.6","$99.95M","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/awre",
"AXAR","Axar Acquisition Corp.","10.1127","$86.02M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axar",
"AXARU","Axar Acquisition Corp.","9.99","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axaru",
"AXARW","Axar Acquisition Corp.","0.0235","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/axarw",
"ACLS","Axcelis Technologies, Inc.","24.275","$757.96M","2000","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/acls",
"AXGN","AxoGen, Inc.","18.65","$619.93M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/axgn",
"AAXN","Axon Enterprise, Inc.","22.79","$1.2B","n/a","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/aaxn",
"AXON          ","Axovant Sciences Ltd.","26.075","$2.8B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axon",
"AXSM","Axsome Therapeutics, Inc.","5.55","$131.04M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/axsm",
"AXTI","AXT Inc","8.45","$326.63M","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/axti",
"AZRX","AzurRx BioPharma, Inc.","4.47","$50.21M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/azrx",
"BCOM","B Communications Ltd.","15.5","$463.28M","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/bcom",
"RILY","B. Riley Financial, Inc.","16.55","$437.18M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rily",
"RILYL","B. Riley Financial, Inc.","25.665","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyl",
"RILYZ","B. Riley Financial, Inc.","25.68","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/rilyz",
"BOSC","B.O.S. Better Online Solutions","1.7","$5.2M","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/bosc",
"BIDU","Baidu, Inc.","238.92","$82.85B","2005","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/bidu",
"BCPC","Balchem Corporation","79.36","$2.54B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/bcpc",
"BWINA","Baldwin & Lyons, Inc.","22.75","$344.02M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwina",
"BWINB","Baldwin & Lyons, Inc.","21.6","$326.63M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/bwinb",
"BLDP","Ballard Power Systems, Inc.","4.7","$823.29M","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bldp",
"BANF","BancFirst Corporation","53.7","$3.42B","1993","Finance","Major Banks","http://www.nasdaq.com/symbol/banf",
"BANFP","BancFirst Corporation","26.85","$26.85M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/banfp",
"BCTF","Bancorp 34, Inc.","14.16","$48.68M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bctf",
"BKMU","Bank Mutual Corporation","9.775","$448.99M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bkmu",
"BOCH","Bank of Commerce Holdings (CA)","10.7","$173.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/boch",
"BMRC","Bank of Marin Bancorp","65.5","$403.86M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmrc",
"BMLP","Bank Of Montreal","47.7","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bmlp",
"BKSC","Bank of South Carolina Corp.","18.999","$94.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bksc",
"BOTJ","Bank of the James Financial Group, Inc.","14.1","$61.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/botj",
"OZRK","Bank of the Ozarks","45.57","$5.84B","1997","Finance","Major Banks","http://www.nasdaq.com/symbol/ozrk",
"BFIN","BankFinancial Corporation","15.99","$290.66M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bfin",
"BWFG","Bankwell Financial Group, Inc.","34.32","$263.73M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bwfg",
